text,labels
A member of the local militia also was killed .,O O O O O O O O O O
"At least 17 people , including four children , were wounded by gunfire and blazes before the attackers fled .",O O O O O O O O O O O O O O O O O O O O
Authorities say troops are searching for the culprits .,O O O O O O O O O
They say the attack took place hours after a rescue operation freed two Chinese hostages held by Abu Sayyaf since November .,O O O O O O O O O O O O O B-gpe O O O B-org I-org B-time I-time O
"Three Venezuelan opposition parties , including major opposition party , Democratic Action , have pulled out of Sunday 's parliamentary elections , saying the electoral council is biased .",O B-gpe O O O O O O O O B-org I-org O O O O O B-time O O O O O O O O O O O
Democratic Action leader Henry Ramos Tuesday said election officials favor President Hugo Chavez and can not be trusted to provide a fair vote .,B-org I-org O B-per I-per B-time O O O O B-per I-per I-per O O O O O O O O O O O
He denied accusations that the opposition is acting in the interests of the U.S. government .,O O O O O O O O O O O O O B-geo O O
The Project Venezuela and Copei parties also announced their withdrawal from the elections .,O B-org I-org I-org I-org I-org O O O O O O O O
Opposition leaders have proposed postponing the vote until they can be assured of a free and fair election .,O O O O O O O O O O O O O O O O O O O
Venezuelan Vice President Jose Vicente Rangel has denied the accusations and insists the elections will be fair .,B-gpe B-per I-per I-per I-per I-per O O O O O O O O O O O O
"Electoral officials said this week they will remove fingerprinting machines at polling stations , after opposition leaders suggested they could compromise voter privacy .",O O O O O O O O O O O O O O O O O O O O O O O O
Indonesia 's health ministry says international tests have confirmed that a 30-year old man who died last month had contracted bird flu .,B-geo O O O O O O O O O O O O O O O O O O O O O O
"An Indonesian health official , Joko Suyono , says samples from dead man tested positive for the virus at a Hong Kong laboratory affiliated with the World Health Organization .",O B-gpe O O O B-per I-per O O O O O O O O O O O O O B-geo I-geo O O O O B-org I-org I-org O
"The man is the 25th Indonesian known to have died of bird flu since 2003 , the second highest death toll of any country after Vietnam .",O O O O B-org B-gpe O O O O O O O B-time I-time O O O O O O O O O O B-geo O
Officials say the victim was a resident of western Jakarta who had a history of contact with sick poultry .,O O O O O O O O O B-geo O O O O O O O O O O
He died at a Jakarta hospital for bird flu patients April 26 .,O O O O B-geo O O O O O B-time I-time O
"The Army of Ansar al-Sunna , one of Iraq 's most active terrorist groups , has claimed the assassination of a senior judge , as it intensifies its campaign to intimidate Iraqi voters just days before national elections .",O B-org I-org I-org I-org O O O B-geo O O O O O O O O O O O O O O O O O O O O O O B-gpe O O O O O O O
"In an Internet statement that has not been authenticated , the group says it killed the administrator of Iraq 's judges and vowed to do the same to what it called other infidels and apostates .",O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O
"The judge , Qais Hashim Shameri , died in a hail of bullets Tuesday as he drove through Baghdad .",O O O B-org I-org I-org O O O O O O O B-time O O O O B-geo O
Another person in the car was also killed .,O O O O O O O O O
"Meanwhile , the U.S. military says five soldiers were killed in a vehicle accident north of the Iraqi capital Monday evening .",O O O B-geo O O O O O O O O O O O O O B-gpe O B-time I-time O
A sixth soldier died Monday after being seriously wounded in a roadside blast in Baghdad .,O O O O B-time O O O O O O O O O B-geo O
The U.S. military says it has released about 1 prisoners from Abu Ghraib prison after Iraqi authorities requested they be set free .,O B-geo O O O O O O O O O B-geo I-geo O O B-gpe O O O O O O O
"In a statement released Saturday , the military said the release represented a major milestone in Iraq 's progress towards democracy and the rule of law .",O O O O B-time O O O O O O O O O O O B-geo O O O O O O O O O O
"It said the prisoners had been brought to Abu Ghraib from detention facilities across Iraq , and had been released over the last four days .",O O O O O O O O B-geo I-geo O O O O B-geo O O O O O O O O B-time O O
"A U.S. military spokesman said the released prisoners were not guilty of serious or violent crimes such as bombing , kidnapping , torture or murder and have renounced violence .",O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The move , the largest prisoner release to date , followed appeals by Sunni representatives for the United States to release thousands of prisoners who have been languishing in jail for months without being charged .",O O O O O O O O O O O O O B-per O O O B-geo I-geo O O O O O O O O O O O O O O O O O
"Israel has approved plans to build 3,5 new homes in the occupied West Bank , in a move Palestinians say sabotages efforts to rekindle the Mideast peace process .",B-geo O O O O O O O O O O O B-org I-org O O O O B-gpe O O O O O O O O O O
"The Israeli plan , approved by Prime Minister Ariel Sharon , appears to clash with the U.S.-backed "" Roadmap "" peace plan .",O B-gpe O O O O B-per O B-per I-per O O O O O O O O O O O O O
That plan calls for a halt to settlement expansion on all Palestinian land captured by Israel in the 1967 war .,O O O O O O O O O O O B-gpe O O O B-geo O O B-time O O
"There has been no U.S. comment on the move , which analysts say is aimed at linking the settlement of Maale Adumim to greater Jerusalem .",O O O O B-geo O O O O O O O O O O O O O O O B-org I-org O O B-geo O
"Israel claims Jerusalem as its eternal capital , while Palestinians want Arab East Jerusalem as the capital of a future state .",B-geo O B-geo O O O O O O B-gpe O B-geo I-geo I-geo O O O O O O O O
"Meanwhile , Israeli-Palestinian talks are expected to continue later today on the Israeli handover of security control in the West Bank town of Tulkarem .",O O O O O O O O O B-time O O B-gpe O O O O O O B-org I-org O O B-geo O
Palestinians assumed control of Jericho last week .,B-gpe O O O B-geo O O O
The United Nations says 250 members of Somalia 's transitional parliament are attending a training seminar to help them understand how federal government works .,O B-org I-org O O O O B-geo O O O O O O O O O O O O O O O O O
U.N. officials say the six-day seminar in Somalia 's temporary capital of Baidoa this week will teach lawmakers about how power is lawfully shared between branches of government .,B-geo O O O B-time O O B-geo O O O O B-geo O O O O O O O O O O O O O O O O
The seminar is one of six U.N. projects backing reconciliation efforts in Somalia .,O O O O O O B-geo O O O O O B-geo O
"Other projects include trying to prevent the return of large-scale conflict among militias , reviving the business climate and developing a legal system .",O O O O O O O O O O O O O O O O O O O O O O O O
"Somalia has been without a central government for 15 years and much of the country remains lawless , including the former capital Mogadishu .",B-geo O O O O O O O B-time O O O O O O O O O O O O O B-geo O
A U.N. development plan for Somalia calls for writing and holding a referendum on a new Constitution by 2009 .,O B-geo O O O B-geo O O O O O O O O O O O O B-time O
A U.S. diplomatic cable appearing on the Wikileaks website says Syria promoted violent protests against controversial cartoons of the Prophet Muhammad four years ago in which European embassies in Damascus were attacked .,O B-geo O O O O O B-org O O B-geo O O O O O O O O B-org I-org B-time O O O O O O O B-geo O O O
The cable quotes the U.S. embassy charge d'affaires Stephen Seche as saying Syrian Prime Minister Naji al-Otari asked mosque preachers to unleash fiery sermons on the eve of the protests .,O O O O B-geo O O O B-per I-per O O B-gpe B-per O B-per I-per O O O O O O O O O O O O O O
"The cartoons , including one of the Prophet with a turban resembling a bomb , first appeared in a Danish daily and set off protests throughout the Muslim world .",O O O O O O O B-org O O O O O O O O O O O B-gpe O O O O O O O B-org O O
Many Muslims believe their faith forbids any images of the Prophet .,O O O O O O O O O O B-org O
The embassies of Denmark and Norway were torched in the Syrian protests .,O O O B-geo O B-geo O O O O B-gpe O O
U.S. Secretary of State Condoleezza Rice accused Damascus at the time of inciting the violence .,B-geo O O B-org B-per I-per O B-geo O O O O O O O O
Syria disputed the charges .,B-geo O O O O
"The February 5 , 2006 cable says that Syrian officials seem "" to have miscalculated and lost control "" of the protests .",O B-time I-time I-time I-time O O O B-gpe O O O O O O O O O O O O O O
Turkish warplanes have bombed Kurdish rebel hideouts in northern Iraq .,B-gpe O O O O O O O O B-geo O
"The Turkish military said Thursday that it targeted 13 facilities belonging to the Kurdistan Workers ' Party ( PKK ) in the Zap region , near the Turkish border .",O B-gpe O O B-time O O O O O O O O B-org I-org I-org I-org O B-org O O O B-geo O O O O B-gpe O O
The military says it is still trying to determine if any rebels were killed .,O O O O O O O O O O O O O O O
"Turkey has stepped up military operations this year against PKK rebels , both inside Turkey and in northern Iraq .",B-org O O O O O O O O B-org O O O O B-geo O O O B-geo O
"Earlier this week , the PKK released three German tourists seized during an expedition to Turkey 's Mount Ararat July 8 .",O O O O O B-org O O B-gpe O O O O O O B-org I-org I-org I-org B-time I-time O
Turkish military officials say a total of 33 PKK fighters were killed during a five-day offensive that ended last week .,B-gpe O O O O O O O B-org O O O O O B-time O O O O O O
The PKK has been fighting for Kurdish autonomy in southeastern Turkey for nearly 25 years .,O B-org O O O O O O O O B-org O O B-time O O
The violence has killed more than 30 people .,O O O O O O O O O
"The European Union , the United States , Turkey and other countries classify the PKK as a terrorist organization .",O B-org I-org O O B-geo I-geo O B-org O O O O O B-org O O O O O
A land mine explosion in Nepal Saturday killed at least six bus passengers and injured several others .,O O O O O B-gpe B-time O O O O O O O O O O O
Nepalese authorities say the land mine was hidden beneath a barricade blocking a road .,B-gpe O O O O O O O O O O O O O O
"It exploded as passengers were working to dismantle the roadblock in a Kapilvastu district , 325 kilometers southwest of the capital , Kathmandu .",O O O O O O O O O O O O B-geo O O O O O O O O O B-geo O
"The land mine is believed to have been planted by Maoist rebels , who fought with government troops in the same area on Friday , a battle that killed at least five soldiers and an unknown number of guerillas .",O O O O O O O O O O O O O O O O O O O O O O O B-time O O O O O O O O O O O O O O O O
Nepal 's Maoists have been fighting since 1996 to establish a communist republic in the Himalayan kingdom .,B-gpe O O O O O O B-time O O O O O O O B-geo O O
Violence has continued unabated since King Gyanendra dismissed a coalition government and seized power six months ago .,O O O O O B-org I-org O O O O O O O B-time O O O
China 's foreign ministry is urging its citizens not travel to Iraq in the wake of the recent kidnapping of eight Chinese nationals by Iraqi insurgents .,B-geo O O O O O O O O O O B-geo O O O O O O O O O B-gpe O O B-gpe O O
"Arab TV channel Al-Jazeera broadcast a video showing the hostages Tuesday in which their abductors threatened to kill the men unless China "" clarifies its role in Iraq . """,B-gpe O O O O O O O O O B-time O O O O O O O O O O B-geo I-geo O O O O B-geo O O
Chinese officials say the men are ordinary construction workers who went to Iraq on their own initiative .,B-gpe O O O O O O O O O O O B-geo O O O O O
"China 's foreign ministry says it is deeply concerned by the kidnapping , noting China has always shown friendship , sympathy and support towards the Iraqi people .",B-geo O O O O O O O O O O O O O B-geo O O O O O O O O O O B-gpe O O
"Last April seven Chinese construction workers from Fujian province were kidnapped in Fallujah , but later released unharmed .",O B-time O B-gpe O O O O O O O O B-geo O O O O O O
A Turkish human rights group has asked a prosecutor to start legal proceedings against Israel 's defense minister for alleged crimes committed against Palestinians during Israel 's offensive in the Gaza Strip .,O B-gpe O O O O O O O O O O O O B-geo O O O O O O O O B-gpe O B-geo O O O O B-geo I-geo O
"The Istanbul-based Mazlum-Der filed the petition on Friday , just two days before Israeli Defense Minister Ehud Barak is to visit Turkey in a bid to mend ties .",O O O O O O O B-time O O O O O B-gpe O B-per I-per I-per O O O B-geo O O O O O O O
"Turkey has been an important ally of Israel , but relations have been strained since the Gaza conflict year ago , which drew criticism from Turkish leaders .",B-geo O O O O O O B-geo O O O O O O O O B-geo O O O O O O O O B-gpe O O
Turkey 's judiciary has thrown out similar complaints against Israeli officials in the past .,B-geo O O O O O O O O B-gpe O O O O O
Israel launched the offensive in Gaza in December of 2008 to stop Palestinian militant rocket attacks on Israeli towns .,B-geo O O O O B-geo O B-time I-time I-time O O B-gpe O O O O B-gpe O O
"The conflict killed more than 1,3 Palestinians and 13 Israelis .",O O O O O O B-gpe O O B-gpe O
Cuban President Fidel Castro has criticized a U.S. judge 's decision to release on bail a Cuban-born former U.S. intelligence operative .,B-gpe B-per I-per I-per O O O B-geo O O O O O O O O O O B-geo O O O
"In an article in Cuba 's state-run newspaper Granma , Mr. Castro accused the White House of influencing the decision to free Luis Posada Carriles ahead of his May trial .",O O O O B-geo O O O B-geo O B-per I-per O O B-org I-org O O O O O O B-per I-per I-per O O O B-time O O
Mr. Castro said President Bush has double-standards in his efforts to fight terrorism by harboring a wanted criminal .,B-per I-per O B-per I-per O O O O O O O O O O O O O O
"Carriles faces immigration fraud charges in the U.S. state of Texas , but is also wanted by Venezuela for allegedly bombing a Cuban airliner .",B-per O O O O O O B-geo O O B-geo O O O O O O B-geo O O O O B-gpe O O
Seventy-three people were killed in the attack in 1976 .,O O O O O O O O B-time O
The article was the third in Granma attributed to Mr. Castro in two weeks .,O O O O O O B-geo O O B-per I-per O B-time O O
"The Cuban leader has not been seen in public since July , when he underwent intestinal surgery .",O B-gpe O O O O O O O B-time I-time O O O O O O O
France has announced that six major powers will meet on Tuesday to discuss possible sanctions on Iran over its nuclear program .,B-geo O O O O O O O O O B-time O O O O O B-geo O O O O O
France 's foreign ministry spokesman Jean-Baptiste Mattei said senior diplomats from the five permanent members of the U.N. Security Council plus Germany will meet in Paris .,B-geo O O O O B-per I-per O O O O O O O O O O B-org I-org I-org O B-geo O O O B-geo O
A European Union representative is expected to join the talks .,O B-org I-org O O O O O O O O
The major powers have been working for weeks on possible sanctions against Iran .,O O O O O O O O O O O O B-geo O
"France , Germany and Britain have circulated a draft Security Council sanctions resolution .",B-geo O B-geo O B-geo O O O O B-org I-org O O O
But Russia and China favor less stringent sanctions .,O B-geo O B-geo O O O O O
Iran defied an August 31 U.N. deadline for suspending its nuclear enrichment program .,B-geo O O B-time I-time B-org O O O O O O O O
Tehran says it has a right to develop nuclear technology for peaceful uses .,B-org O O O O O O O O O O O O O
The U.S. and its allies believe Iran is trying to develop a nuclear weapon .,O B-geo O O O O B-geo O O O O O O O O
The Brazilian government says it will collaborate with any Palestinian government that wants peace and recognizes Israel 's right to exist .,O B-gpe O O O O O O O B-gpe O O O O O O B-geo O O O O O
Brazilian Foreign Minister Celso Amorim made the comments Thursday in response to published reports that Hamas - the Islamic group that won last month 's Palestinian elections - would seek financial and political support from Brazil .,B-gpe O B-per I-per I-per O O O B-time O O O O O O B-org B-geo I-geo I-geo O O O O O O B-gpe O O O O O O O O O B-geo O
But Amorim said Hamas has not contacted Brazil .,O B-per O B-org O O O B-geo O
The United States and other countries have warned that they will curtail funding to a Hamas-led Palestinian government unless the group renounces violence and acknowledges Israel 's right to exist .,O B-geo I-geo O O O O O O O O O O O O O B-gpe O O O O O O O O B-geo O O O O O
Hamas has said it will not be pressured into recognizing Israel by what it calls international threats of blackmail over aid .,B-org O O O O O O O O O B-geo O O O O O O O O O O O
"Iraqis took another historic step toward democracy Wednesday , as their first freely elected parliament in nearly a half-century convened for the first time .",B-gpe O O O O O O B-time O O O O O O O O O O O O O O O B-time O
"In Washington , President Bush congratulated the Iraqi people and the 275-member interim National Assembly , saying it is a "" bright moment "" in Iraq 's democratic process .",O B-geo O B-per I-per O O B-gpe O O O O O B-org I-org O O O O O O O O O O B-geo O O O O
The assembly was sworn in at the Baghdad Convention Center inside the heavily protected Green Zone .,O O O O O O O B-org I-org I-org O O O O B-org I-org O
"Its session was mostly ceremonial , as talks are still continuing on power-sharing in the new government .",O O O O O O O O O O O O O O O O O O
Insurgents marked the day with several large explosions in Baghdad before and after the assembly session .,O O O O O O O O O B-geo O O O O O O O
No casualties were reported .,O O O O O
"North of the capital , in Baquba , a car bomb exploded at a checkpoint , killing at least four Iraqi soldiers .",B-geo O O O O O B-geo O O O O O O O O O O O O O B-gpe O O
And the U.S. military said an American soldier was killed in a roadside bomb explosion south of Baghdad .,O O B-geo O O O B-gpe O O O O O O O O O O B-geo O
Leftist coca farmer Evo Morales has been inaugurated as Bolivia 's first indigenous president .,O O O B-per I-per O O O O B-geo O O O O O
"During his inaugural speech Sunday , Mr. Morales said Bolivia 's 500 year-long campaign of indigenous resistance has not been in vain .",O O O O B-time O B-per I-per O B-geo O O O O O O O O O O O O O
Indigenous Bolivians who listened to the speech said they were hopeful he would bring change for the better .,O B-gpe O O O O O O O O O O O O O O O O O
The former congressman won a surprise majority in a single round of voting on December 18 .,O O O O O O O O O O O O O O B-time I-time O
"A number of heads of state were in the capital , La Paz , to witness Mr. Morales take the oath of office Sunday , including Chilean President Ricardo Lagos , Venezuela 's President Hugo Chavez and U.S. Assistant Secretary of State Thomas Shannon , the Bush administration 's top official for Latin America .",O O O O O O O O O O O B-per I-per O O O B-per B-geo O O O O O B-time O O B-gpe B-per I-per I-per O B-geo O B-per I-per I-per O B-org O O O B-org B-per I-per O O B-geo O O O O O B-geo I-geo O
The White House will ask Congress for an additional $ 70 billion in emergency funds to help pay for the operations in Iraq and Afghanistan .,O B-org I-org O O B-org O O O O O O O O O O O O O O O O B-geo O B-geo O
The money comes on top of $ 50 billion approved late last year .,O O O O O O O O O O O O O O
"The funds are intended to keep military operations in those two countries going through this fiscal year , which ends in September .",O O O O O O O O O O O O O O O B-time O O O O O B-time O
"Since the September , 2001 terrorist attacks , the Defense Department has spent a total of $ 320 billion on campaigns in Iraq and Afghanistan , not counting this latest request .",O O B-time I-time I-time O O O O B-org I-org O O O O O O O O O O O B-geo O B-geo O O O O O O O
"The request follows Congress ' approval Wednesday of slashing $ 39 billion in health , education and other benefits , and as the Senate begins debating a Republican-proposed $ 70 billion tax reduction .",O O O B-org O O B-time O O O O O O O O O O O O O O O O B-org O O O O O O O O O O
French President Jacques Chirac has pledged his country 's continued military support for the Afghan government .,B-gpe B-per I-per I-per O O O O O O O O O O B-gpe O O
"The announcement came Monday during his meeting in Paris with Afghan President Hamid Karzai , who arrived on Sunday for a three-day visit .",O O O B-time O O O O B-geo O B-gpe B-per I-per I-per O O O O B-time O O B-time O O
France currently has about 600 soldiers in the NATO-led international peace-keeping force in Afghanistan .,B-geo O O O O O O O O O O O O B-geo O
The Afghan president says he eventually wants to see the NATO peace-keeping forces and the U.S.-led combat troops merged under the unified command of NATO .,O B-gpe O O O O O O O O B-org O O O O O O O O O O O O O B-org O
The UN Security Council unanimously adopted two resolutions,O B-org I-org I-org O O O O
Thursday Ń one on the DRC and the other on Somalia .,B-time I-time I-time O O B-org O O O O B-geo O
"The Security Council has voted in favor of sending an additional 3 troops to DRC to beef up MONUC , the UN mission there .",O B-org I-org O O O O O O O O O O O B-org O O O B-org O O B-org O O O
"It also approved giving the sanctions committee authority to impose sanctions against those who impede the peace process in Somalia , hinder humanitarian aid efforts and violate the arms embargo .",O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O
The rising cost of food is becoming a big concern around the world .,O O O O O O O O O O O O O O
Many countries from Ghana to Mexico have started reducing tariffs and taxes on food .,O O O B-geo O B-geo O O O O O O O O O
And the World Food Program has requested more than $ 700 million from the international community to help meet basic food needs in developing countries .,O O B-org I-org I-org O O O O O O O O O O O O O O O O O O O O O
But even consumers in developed nations are having trouble with the high cost of food .,O O O O O O O O O O O O O O O O
Experts say a few simple tips can help consumers anyplace maximize the money they spend on food .,O O O O O O O O O O O O O O O O O O
VOA 's Mil Arcega reports .,B-org I-org B-per I-per O O
"Before and during the Olympics , the issue of Tibet was frequently in the news .",O O O O O O O O O B-org O O O O O O
"In March , an anti-government demonstration in the Tibetan capital , Lhasa , turned into a riot .",O B-time O O O O O O B-gpe O O B-org O O O O O O
It catapulted the Himalayan region into the headlines and led to protests that disrupted the Olympic torch relay .,O O O O O O O O O O O O O O O O O O O
"In the closing days of the Beijing Olympics , China showcased a new production of an old propaganda opera that presents an image of Sino-Tibetan harmony .",O O O O O O B-geo I-geo O B-geo O O O O O O O O O O O O O O O O O
Stephanie Ho reports from Beijing .,B-per I-per O O B-geo O
Two top Palestinian militant leaders have been killed in an Israeli airstrike in the northern Gaza Strip .,O O B-gpe O O O O O O O B-gpe O O O O B-geo I-geo O
"Authorities say Hassan Madhoun , a senior member of the al-Aqsa Martyrs Brigades , and top Hamas militant Fawzi Abu Kara were killed Tuesday , when an Israeli missile hit their car near the Jabalya refugee camp .",O O B-per I-per O O O O O O B-org I-org I-org O O O B-org O B-per I-per I-per O O B-time O O O B-gpe O O O O O O B-geo O O O
The Palestinian Authority says at least nine bystanders were wounded .,O B-gpe O O O O O O O O O
"A short while after the attack , spokesmen for Hamas and al-Aqsa Martyrs Brigades vowed to retaliate .",O O O O O O O O O B-org O B-org I-org I-org O O O O
Israel says the al-Aqsa militant was wanted in connection with a 2004 bombing that killed 10 people in the Israeli port of Ashdod .,B-geo O O B-org O O O O O O O B-time O O O O O O O B-gpe O O B-geo O
Israel has carried out numerous strikes in Gaza since a Palestinian suicide bomber killed five Israelis in central Israel October 26 .,B-geo O O O O O O B-geo O O B-gpe O O O O B-gpe O O B-geo B-time I-time O
President Bush is on his way to Europe to meet with European leaders in an effort to rebuild relations damaged by the U.S.-led war in Iraq .,B-per I-per O O O O O B-geo O O O O O O O O O O O O O O O O O B-geo O
"Brussels is the first stop on a five day , three nation tour that will also take Mr. Bush to Germany and Slovakia .",B-org O O O O O O B-time I-time O O O O O O O O B-per I-per O B-geo O B-geo O
"Belgian officials have mounted an unprecedented level of security for the U.S. president 's visit , which is drawing protesters .",B-gpe O O O O O O O O O O B-geo O O O O O O O O O
Mr. Bush arrives late Sunday .,B-per I-per O O B-time O
"While in Brussels , the president is to meet with European Union and NATO leaders for talks expected to focus on trans-Atlantic ties , the Middle East , and Iran 's nuclear program .",O O B-geo O O O O O O O B-org I-org O B-org O O O O O O O O O O O B-geo I-geo O O B-geo O O O O
"He will also hold separate talks this week with Iraq war opponents , including French President Jacques Chirac , German Chancellor Gerhard Schroeder and Russian President Vladimir Putin .",O O O O O O O O O B-geo O O O O B-gpe B-per I-per I-per O B-gpe B-per I-per I-per O B-gpe B-per I-per I-per O
"President Bush is also due to meet with Iraq war allies , including British Prime Minister Tony Blair .",B-per I-per O O O O O O B-geo O O O O O B-per O B-per I-per O
"Botswana has maintained one of the world 's highest economic growth rates since independence in 1966 , though growth fell below 5 % in 2007 - 8 , and turned sharply negative in 2009 , with industry falling nearly 30 % .",B-geo O O O O O O O O O O O O O O B-time O O O O O O O O B-time I-time I-time O O O O O O B-time O O O O O O O O
"Through fiscal discipline and sound management , Botswana transformed itself from one of the poorest countries in the world to a middle-income country with a per capita GDP of $ 13,1 in 2010 .",O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O B-time O
Two major investment services rank Botswana as the best credit risk in Africa .,O O O O O B-geo O O O O O O B-geo O
"Diamond mining has fueled much of the expansion and currently accounts for more than one-third of GDP , 70-80 % of export earnings , and about half of the government 's revenues .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Botswana 's heavy reliance on a single luxury export was a critical factor in the sharp economic contraction of 2009 .,B-geo O O O O O O O O O O O O O O O O O O B-time O
"Tourism , financial services , subsistence farming , and cattle raising are other key sectors .",O O O O O O O O O O O O O O O O
"Although unemployment was 42921 % in 2007 according to official reports , unofficial estimates place it closer to 40 % .",O O O O O O B-time O O O O O O O O O O O O O O
The prevalence of HIV / AIDS is second highest in the world and threatens Botswana 's impressive economic gains .,O O O B-org I-org I-org O O O O O O O O B-geo O O O O O
An expected leveling off in diamond mining production within the next two decades overshadows long-term prospects .,O O O O O O O O O O O B-time I-time O O O O
"Kyrgyzstan is a poor , mountainous country with a dominant agricultural sector .",B-gpe O O O O O O O O O O O O
"Cotton , tobacco , wool , and meat are the main agricultural products , although only tobacco and cotton are exported in any quantity .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Industrial exports include gold , mercury , uranium , natural gas , and electricity .",O O O O O O O O O O O O O O O
The economy depends heavily on gold exports - mainly from output at the Kumtor gold mine .,O O O O O O O O O O O O O B-geo O O O
"Following independence , Kyrgyzstan was progressive in carrying out market reforms , such as an improved regulatory system and land reform .",O O O B-gpe O O O O O O O O O O O O O O O O O O
Kyrgyzstan was the first Commonwealth of Independent States ( CIS ) country to be accepted into the World Trade Organization .,B-gpe O O O B-org I-org I-org I-org O B-org O O O O O O O B-org I-org I-org O
Much of the government 's stock in enterprises has been sold .,O O O O O O O O O O O O
"Drops in production had been severe after the breakup of the Soviet Union in December 1991 , but by mid-1995 , production began to recover and exports began to increase .",O O O O O O O O O O O B-org I-org O B-time I-time O O O B-time O O O O O O O O O O O
"In 2005 , the BAKIEV government and international financial institutions initiated a comprehensive medium-term poverty reduction and economic growth strategy .",O B-time O O B-org O O O O O O O O O O O O O O O O
"Bishkek agreed to pursue much needed tax reform and , in 2006 , became eligible for the heavily indebted poor countries ( HIPC ) initiative .",B-per O O O O O O O O O O B-time O O O O O O O O O O B-org O O O
"The government made steady strides in controlling its substantial fiscal deficit , nearly closing the gap between revenues and expenditures in 2006 , before boosting expenditures more than 20 % in 2007 - 8 .",O O O O O O O O O O O O O O O O O O O O O B-time O O O O O O O O O B-time I-time I-time O
"GDP grew about 8 % annually in 2007 - 8 , partly due to higher gold prices internationally , but slowed to 42769 % in 2009 .",B-obj O O O O O O B-time I-time I-time O O O O O O O O O O O O O O O B-time O
"The overthrow of President BAKIEV in April , 2010 and subsequent ethnic clashes left hundreds dead and damaged infrastructure .",O O O O B-per O B-time I-time I-time O O O O O O O O O O O
"Shrinking trade and agricultural production , as well as political instability , caused GDP to contract about 42799 % in 2010 .",O O O O O O O O O O O O O O O O O O O O B-time O
"The fiscal deficit widened to 11 % of GDP , reflecting significant increases in crisis-related spending , including both rehabilitation of damaged infrastructure and bank recapitalization .",O O O O O O O O B-obj O O O O O O O O O O O O O O O O O O
"Progress in reconstruction , fighting corruption , restructuring domestic industry , and attracting foreign aid and investment are key to future growth .",O O O O O O O O O O O O O O O O O O O O O O O
"This island economy suffers from a poor natural resource base , including serious water shortages exacerbated by cycles of long-term drought and poor soil for agriculture on several of the islands .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The economy is service oriented with commerce , transport , tourism , and public services accounting for about three-fourths of GDP .",O O O O O O O O O O O O O O O O O O O O O O
"Although about 40 % of the population lives in rural areas , the share of food production in GDP is low .",O O O O O O O O O O O O O O O O O O O O O O
About 82 % of food must be imported .,O O O O O O O O O
"The fishing potential , mostly lobster and tuna , is not fully exploited .",O O O O O O O O O O O O O O
Cape Verde annually runs a high trade deficit financed by foreign aid and remittances from its large pool of emigrants ; remittances supplement GDP by more than 20 % .,B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Despite the lack of resources , sound economic management has produced steadily improving incomes .",O O O O O O O O O O O O O O O
Continued economic reforms are aimed at developing the private sector and attracting foreign investment to diversify the economy .,O O O O O O O O O O O O O O O O O O O
"Future prospects depend heavily on the maintenance of aid flows , the encouragement of tourism , remittances , and the momentum of the government 's development program .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Cape Verde became a member of the WTO in July 2008 .,B-geo I-geo O O O O O B-org O B-time I-time O
"The islands , which have large bird and seal populations , lie approximately 1 km east of the Falkland Islands and have been under British administration since 1908 - except for a brief period in 1982 when Argentina occupied them .",O O O O O O O O O O O O O O O O O O B-geo I-geo O O O O B-gpe O O B-time I-time O O O O O O B-time O B-geo O O O
"Grytviken , on South Georgia , was a 19th and early 20th century whaling station .",B-geo O O B-geo I-geo O O O B-time O O B-time I-time O O O
Famed explorer Ernest SHACKLETON stopped there in 1914 en route to his ill-fated attempt to cross Antarctica on foot .,B-per I-per I-per I-per O O O B-time O O O O O O O O B-geo O O O
"He returned some 20 months later with a few companions in a small boat and arranged a successful rescue for the rest of his crew , stranded off the Antarctic Peninsula .",O O O B-time O B-time O O O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O
He died in 1922 on a subsequent expedition and is buried in Grytviken .,O O O B-time O O O O O O O O B-geo O
"Today , the station houses scientists from the British Antarctic Survey .",B-time O O O O O O O B-gpe B-geo O O
"Recognizing the importance of preserving the marine stocks in adjacent waters , the UK , in 1993 , extended the exclusive fishing zone from 12 nm to 200 nm around each island .",O O O O O O O O O O O O O B-org O O B-time O O O O O O O O O O O O O O O O
"A CAT , hearing that the Birds in a certain aviary were ailing dressed himself up as a physician , and , taking his cane and a bag of instruments becoming his profession , went to call on them .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"He knocked at the door and inquired of the inmates how they all did , saying that if they were ill , he would be happy to prescribe for them and cure them .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"They replied , "" We are all very well , and shall continue so , if you will only be good enough to go away , and leave us as we are . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
